"","University","Department","Professor","Course","Difficulty","Rating","Comments","Date","Unhelpful","Helpful","Grade"
"1794","York University (all campuses)","Computer Science","John Amanatides","EECS3431","4.0","2.0","Seems like he knows the material very well, but his lecture is hard to follow. His PowerPoint is simple and clear but doesn't help so much. His assignments are easy at first but getting harder quickly, and he doesn't provide the solutions.",2016-11-30,"0","3",0
"1795","York University (all campuses)","Computer Science","John Amanatides","CSE1520","3.0","5.0","Great professor, he's rather ""different"" but  really cares for his students. Tests are rather difficult, but all on materials he offers that help prepare us. All sorts of extra practise things are available too. Somewhat hard course overall tho. He's a nice guy too !",2013-06-15,"0","0",NA
"1796","York University (all campuses)","Computer Science","John Amanatides","CSE1520","5.0","1.0","Make mistakes , playing game to blame students. Very tricky professor. Involved in York U's mafia, who does not think of academic progress of York U but his earning and his position at York U",2011-07-18,"0","0",NA
"1797","York University (all campuses)","Computer Science","John Amanatides","CSE1520","1.0","5.0","Good Prof!",2007-01-22,"0","0",NA
"1798","York University (all campuses)","Computer Science","John Amanatides","CSE1520","4.0","1.0","He makes it seem as if the class is going to be a breeze, but as it progresses he gets worse and worse as a teacher. He doesn't provide clear answers or help, and he skews the 2nd test and final to be harder, and weigh more as well. He does provide labs to do at home, which are free marks. In retrospect, I am disappointed in him. Avoid if possible.",2006-12-14,"0","0",NA
"1799","York University (all campuses)","Computer Science","John Amanatides","CSE1530","4.0","2.5","did not help when asked.  His 2nd test was hard, and he said he would make the final easy, but believe me it wasn't.  DO THE LABS!!",2006-08-29,"0","0",NA
"1800","York University (all campuses)","Computer Science","John Amanatides","CSE1530","4.0","2.5","so hard to fellow him to study,and his test is hard",2006-03-20,"0","0",NA
"1801","York University (all campuses)","Computer Science","John Amanatides","COSC1520","2.0","4.0","he is kind of helpful. i got in his class he is easier than most other teachers so yea.",2006-02-07,"1","0",NA
"1802","York University (all campuses)","Computer Science","John Amanatides","COSC","5.0","1.0","No Comments",2004-10-27,"0","0",NA
"1803","York University (all campuses)","Computer Science","John Amanatides","INGENERAL","5.0","1.0","No Comments",2004-10-08,"0","0",NA
"1804","York University (all campuses)","Computer Science","John Amanatides","COSC2001","3.0","4.5","I also took COSC 3301 (Programming language fundamentals) with him.  He's very passionate about the subjects he teaches and most of the time his lectures go by quickly.",2004-08-25,"0","0",NA
"1805","York University (all campuses)","Computer Science","John Amanatides","COSC1030","3.0","5.0","Funny, clear, excelent prof!",2004-04-14,"0","0",NA
"1806","York University (all campuses)","Computer Science","John Amanatides","COSC","2.0","5.0","I'm lucky to have had him as a teacher.  He's great at encouraging first-year students, and has alot of patience. And his tests aren't that bad, as long as you've done all your homework. Oh yeah, he is kinda cute, like Fozzie Bear.",2003-12-04,"0","1",NA
"1807","York University (all campuses)","Computer Science","John Amanatides","1030","5.0","2.0","not very clear, hard to follow",2003-06-13,"0","0",NA
"1808","York University (all campuses)","Computer Science","John Amanatides","DEPARTMENT","1.0","5.0","he did every thing he possibly can to help me out. and he actually listens to our problems before he makes a decision.",2003-06-03,"0","0",NA
"1809","York University (all campuses)","Computer Science","John Amanatides","COSC1030","3.0","5.0","No Comments",2003-04-01,"0","0",NA
"1810","York University (all campuses)","Computer Science","John Amanatides","1030","1.0","5.0","Excellent!",2002-12-08,"0","0",NA
"1811","York University (all campuses)","Computer Science","John Amanatides","COSC1030","1.0","5.0","a nice guy, easy midterm, maybe hard exam",2002-09-09,"0","0",NA
"1812","York University (all campuses)","Mathematics","Eli Brettler","MATH1190","1.0","3.5","No math background? No problem! This course is more of a logical course more than math. If you can prove an argument you'll do well in this course as being able to give a proof is a fundamental skill. Attend his lectures and do the example questions and you should be fine in this class. Not too difficult compared to most math courses.",2016-04-14,"0","1",4
"1813","York University (all campuses)","Mathematics","Eli Brettler","MATH1190","1.0","3.5","Probably one of the best professors to teach Math. He gives example questions before tests which are very simple to the actual test itself. No midterm but four tests are given. If you practice the questions he gives as well as come to lecture there's no way you would not at least receive a B.",2016-04-14,"0","2",3
"1814","York University (all campuses)","Mathematics","Eli Brettler","MATH1019","5.0","1.0","terrible",2016-02-01,"1","7",NA
"1815","York University (all campuses)","Mathematics","Eli Brettler","MATH1200","3.0","4.5","I wish I could have him as my prof for every math course I take. He's very theatrical when he lectures and makes it easy to stay focused. He grades based on your ability to understand concepts rather than your ability to memorize proofs. The class isn't easy but he is very fair in his tests and marking",2015-07-28,"2","1",NA
"1816","York University (all campuses)","Mathematics","Eli Brettler","MATH1550","5.0","1.5","One of the worst profs I've ever had. I've always been good at math and his class just screwed me over. Would definitely recommend taking another class if you can, his lectures are extremely boring and the tests are way too long to finish in the given time.",2015-05-23,"3","2",NA
"1817","York University (all campuses)","Mathematics","Eli Brettler","MATH1090","3.0","4.0","A good guy!",2014-04-20,"2","3",4
"1818","York University (all campuses)","Mathematics","Eli Brettler","MATH2030","1.0","5.0","Amazing and best for people who like to understand what they do instead of putting numbers in equations like robots. He is very strong on explaining concepts and ideas, and his tests focus on everything he actually does in class! Love this guy!",2013-12-25,"1","2",NA
"1819","York University (all campuses)","Mathematics","Eli Brettler","MAT1510","3.0","5.0","Prof Brettler explained things very well. Focused on concepts and understanding over precision. very busy course, I had low skills going in and probably would have failed with another Prof",2013-08-16,"1","3",NA
"1820","York University (all campuses)","Mathematics","Eli Brettler","MAT1510","3.0","5.0","I had very low math skills going into the class, the course moved quickly but Prof made it very easy to understand conceptually. I probably would have failed with another prof.",2013-08-16,"1","2",NA
"1821","York University (all campuses)","Mathematics","Eli Brettler","MATH1510","4.0","5.0","This course was definitely not an easy course. This course requires a lot of hard work especially when having Professor Brettler as a prof. However, he is a fantastic professor, he makes you realize the value of math. Just a tip, sharpen your skills on mental math as he does not permit calculators. IT is not impossible to achieve an A in the course",2013-06-13,"1","3",NA
"1822","York University (all campuses)","Mathematics","Eli Brettler","MATH2030","2.0","4.0","Compare to other department, math profs are awesome.",2012-07-31,"0","2",NA
"1823","York University (all campuses)","Mathematics","Eli Brettler","MATH2030","2.0","5.0","Really a decent professor. He makes mistakes occasionally, but so does everyone else. First test was slightly too long and 2nd test was way too easy. He has a casual yet productive course environment.",2012-03-23,"1","2",NA
"1824","York University (all campuses)","Mathematics","Eli Brettler","MATH2030","5.0","4.0","Difficult test requires proficiency and understanding. He comes prepared but still sometimes confused people. Easily tell that he is not specialized in prob and 2030 is not a easy course though.",2012-03-18,"0","0",NA
"1825","York University (all campuses)","Mathematics","Eli Brettler","MATH1200","4.0","5.0","He is the guy who shows you what is real teaching in math, very passionate, very clear, challenging your assumptions and brains all the time in class. Too much hard homework is the only problem, but that is how you learn.",2012-03-18,"1","2",NA
"1826","York University (all campuses)","Mathematics","Eli Brettler","MATH1510","4.0","3.0","this class is for people who were out of school for long time. course isn't that hard if you are strait from high school. professor is fair",2011-08-31,"0","1",NA
"1827","York University (all campuses)","Mathematics","Eli Brettler","MATH1510","3.0","3.0","it's very easy to get distracted in his class (he's very dull to listen to).  follows the textbook too closely (why should we go to class if we can study the book at home?!).  and his tests didn't always reflect the homework assignments.  positive: always eager to answer questions",2011-07-26,"0","0",NA
"1828","York University (all campuses)","Mathematics","Eli Brettler","MATH1505","4.0","4.0","Very nice professor. Can be very hard to listen to as he talk very slowly and can be repetitive at times. Other than that you can rely on him for any help you need. However, you must go to him for the help",2011-07-10,"0","0",NA
"1829","York University (all campuses)","Mathematics","Eli Brettler","MATH1200","3.0","5.0","Great Professor. Takes problems and breaths life into them. There is a reason for doing this. A very challenging course to teach and does a great job of it. Is more than fair with quizzes, and very willing to help you work through problems, just ask! Finally someone who doesn't put me to sleep.",2011-03-24,"0","1",NA
"1830","York University (all campuses)","Mathematics","Eli Brettler","MATH1090","4.0","5.0","Awesome!",2011-01-14,"0","1",NA
"1831","York University (all campuses)","Mathematics","Eli Brettler","MATH2222","4.0","5.0","One of the Best Math professors at York University. Totally changed my way of looking at math in general. Not an easy professor because of the he wants the concepts to be understood on a deeper level than  just being able to do the exercises, but this is also why he's so good :)",2008-04-21,"0","1",NA
"1832","St. Lawrence University","English","Natalia Singer","ENG243","3.0","5.0","If you really work at her class, Natalia is easily one of the most rewarding, most caring professors at St. Lawrence. She is understanding and thoughtful and gets to know each student on a personal basis. She can be a tough grader if the effort or talent isn't there, but make no mistake she's the best teacher in the department.",2017-11-01,"0","0",NA
"1833","St. Lawrence University","English","Natalia Singer","ENG243","3.0","4.5","Natalia is very calm and her class is very discussion based. it is challenging but interesting!",2015-03-25,"0","0",NA
"1834","St. Lawrence University","English","Natalia Singer","ENG308","2.0","4.5","I've taken about three classes with Natalia, and she's awesome. She's extremely nice, sometimes too nice, but she cares about the craft and cares about your work as well. Is extremely helpful and is pretty much always happy and willing to hear people out on everything. Very good with critical feedback so long.",2008-07-15,"0","0",NA
"1835","St. Lawrence University","English","Natalia Singer","CREATIVENF","2.0","5.0","If you graduate from SLU without taking a class from Natalia, you've missed out!!  By far the best teacher I had during my 4 years at SLU.",2006-02-28,"0","0",NA
"1836","St. Lawrence University","English","Natalia Singer","FICT","3.0","4.5","great teacher, listener, etc. excellent writer, won't regret taking a class w/ her",2004-08-03,"0","0",NA
"1837","St. Lawrence University","English","Natalia Singer","TECHSFIC","3.0","3.5","she's loopy but fun. you learn a lot too.",2004-04-18,"0","0",NA
"1838","St. Lawrence University","English","Natalia Singer","FYS","4.0","5.0","great teacher who inspires her students",2003-12-04,"0","0",NA
"1839","St. Lawrence University","English","Natalia Singer","243308","3.0","5.0","Natalia is amazing. She is a beautiful writer and a wonderful teacher of the craft. She is inspiring and exudes life and happiness.",2003-10-16,"0","0",NA
"1840","St. Lawrence University","English","Natalia Singer","FICWRIT","3.0","5.0","As far teaching is concerned, Natalia is as best as they come.",2003-06-26,"0","0",NA
"1841","St. Lawrence University","English","Natalia Singer","FYP","3.0","5.0","No Comments",2003-04-12,"0","0",NA
"1842","St. Lawrence University","English","Natalia Singer","ENG310","2.0","4.0","more like an older sister than a professor",2001-05-15,"0","0",NA
"1843","St. John's University","Biology","Irvin Hirshfield","BIO2280","5.0","4.0","Such a sweet man! Have some respect and actually show up to lecture even though it isn't mandatory. He sends all the notes you will need for his tests beforehand, but they are LONG. You must actually study them and know details for the test. Do the online extra credit HW. Three tests, lowest one counts as half.",2017-05-21,"0","0",4
"1844","St. John's University","Biology","Irvin Hirshfield","BIO2280MICRO","4.0","3.0","He's a very nice man but his lectures are extremely boring and he speaks very low so if you don't get a seat in the first or second row don't bother going to class because you won't be able to hear anything. I sat in the fourth row every class because that's what  was available and I could hardly hear a thing. Gives online homework for extra credit",2017-05-20,"0","0",3.3
"1845","St. John's University","Biology","Irvin Hirshfield","BIO2280MICRO","3.0","5.0","hirshfield is a great professor, pay attention to what he said in class and go to his review session.  Microbio is hard, dont blame the professor for not getting a good score. He is kind to everyone, please go to his class and respect him.",2017-05-10,"0","0",3
"1846","St. John's University","Biology","Irvin Hirshfield","BIO2280","3.0","4.0","Super sweet! Don't buy the textbook/ lab manual. Do the online HW for extra credit (half a letter grade up)! Tests aren't too hard if you really read/memorize his notes (which are kinda long so read them a little ahead of time). Only 3 tests (not cumulative) & your worst one gets counted as half. Go to review sessions to ask questions! Hard to hear",2016-10-01,"0","0",4
"1847","St. John's University","Biology","Irvin Hirshfield","BIO2280","2.0","5.0","Dr. Hirshfield is a really sweet man. Don't skip class just because he sends all the notes, have some decent respect for him. Sit in the front so you can hear him properly. That way, you know what to focus on when you study, because the notes are usually very long. His exams are easy and fair if you study. Wish he taught other courses.",2016-05-12,"0","1",4
"1848","St. John's University","Biology","Irvin Hirshfield","BIO2280MICRO","2.0","3.5","Sends you all the notes before the test, going to class is not mandatory. Just read his notes and attend the review sessions and you'll do fine. Tests are T/F , Multiple Choice, and Short Answer. The Short Answer and Multiple choice are easy. The True/False can be tricky. Really friendly person. You can't hear him well in class though so don't go.",2016-04-08,"0","0",4.3
"1849","St. John's University","Biology","Irvin Hirshfield","BIO2280","5.0","2.0","He does not teach the material. He puts pictures on the board and teaches off of that. My grades were 70,79,83- i did the homeworks (which boost you up) and did well in lab and finished with a B+, which is good because he just sends notes and you have to teach yourself the stuff. The textbook does help, since he doesn't teach the material. AVOID!",2015-12-27,"1","0",3.3
"1850","St. John's University","Biology","Irvin Hirshfield","BIO2280","4.0","4.0","Dont take notes- he will send you them (they are long and detailed:make sure you study them AS YOU HE SENDS-very helpful when it comes exam time). Exams are difficult-study hard-email him questions (fast, helpful responses). DEF do extra credit-helps a ton! 2 exams and final count the same. my grades: 68, 92, 83; final grade w/ E.C. was A-",2015-12-24,"1","0",3.7
"1851","St. John's University","Biology","Irvin Hirshfield","BIO2280","5.0","3.0","Dr. Hirshfield is a really sweet man, but don't let that fool you. His exams are really detailed and difficult. You really need to study his notes well and definitely buy connect.",2015-12-22,"0","0",NA
"1852","St. John's University","Biology","Irvin Hirshfield","MICROBIOLOGY","3.0","4.0","The class itself is very tough as it is an upper level course. Don't bother taking notes in class because he will email them. They are very long but it covers exactly what is on the test. He is hard to hear so go to review sessions where he more clearly  describes concepts. The tests are hard but only worth 23 of the grade. Take him!",2015-04-06,"0","0",NA
"1853","St. John's University","Biology","Irvin Hirshfield","MICROBIOLOGY","2.0","5.0","He's SO adorable, I love him. He's so devoted to teaching and he's such an inspiration. God bless him. I'm not sure what I got in the class but I know I did fair. Lab is 1/3 of your grade which wasn't hard at all. Tests are 67%, lowest grade counts less than the other two. If you do the connect hw it'll bump up your overall grade by 1/2.",2014-05-16,"0","0",NA
"1854","St. John's University","Biology","Irvin Hirshfield","MICROBIOLOGY","2.0","5.0","Dr. H is the sweetest man!! Don't buy the textbook or lab manual you won't use it at all. The exams questions all come from  his notes, which he sends to you through e-mail. Exam questions are identical to the material in the notes. Easy if you study the notes.",2014-01-23,"0","0",NA
"1855","St. John's University","Biology","Irvin Hirshfield","BIO2280","4.0","3.0","The key to doing well is focusing on the notes he gives out.He's very willing to help, but it is a bit difficult to hear him during class, so go to review sessions!",2013-12-23,"0","1",NA
"1856","St. John's University","Biology","Irvin Hirshfield","BIO2280","1.0","5.0","Great professor. Emails his notes and exam questions come directly from them. Don't need the book, but do the Connect homework because it boosts your grade by a half letter. He's so adorable you just wanna give him a hug ^-^ Take him!",2013-12-17,"2","0",NA
"1857","St. John's University","Biology","Irvin Hirshfield","MICRO2280","3.0","3.5","He is kind of boring but fairly straightforward. Don't bother with the textbook but make sure you buy Connect Plus for the extra credit. He will give a generous curve at the end. Just study the notes and you will be fine.",2012-12-27,"0","1",NA
"1858","St. John's University","Biology","Irvin Hirshfield","MICROBIO","3.0","5.0","Love this man! You have to go to his review sessions, they will help you out a lot. Tests are not easy, i always found the multiple choice a little tricky. Don't bother buying the book, its his notes that count. Got an A, you do need to study to do well but the exams are very fair and manageable.",2012-10-03,"0","0",NA
"1859","St. John's University","Biology","Irvin Hirshfield","MICROIDC","2.0","4.5","Hirshfield is awesome. People come in this class expecting it to be a breeze. Although this class IS easy, it doesn't mean you don't have to study. He emails everyone study guides and class notes, which make things so much simpler. If you just read and study what he gives you you'll do fine. Just don't NOT study.",2012-08-07,"0","0",NA
"1860","St. John's University","Biology","Irvin Hirshfield","MICRO2280","5.0","1.0","I did not enjoy this class. I felt it was very difficult and just a million packets of infomation thrown at you. I wish i hadnt taken it with him",2012-05-10,"0","1",NA
"1861","St. John's University","Biology","Irvin Hirshfield","MICRO2280","3.0","5.0","Biology is not supposed to be easy. This professor gives the students a pack of notes and that's what is on the test. What else can you ask for? You don't even have to read the book. I think this class was very interesting. Studying is a requirement though!! If you're a serious student than you will do well.",2012-05-10,"0","0",NA
"1862","St. John's University","Biology","Irvin Hirshfield","BIO2280","4.0","3.5","this class was much harder than expected. Too much information incorporated into the tests. I guess if you read the notes weeks before the exam you'll do well. I think what he says is whats mostly on the exams as opposed to the pages & pages of notes he emails you...",2012-05-08,"0","0",NA
"1863","Grossmont College","Mathematics","E. Beth Smith","MATH175","4.0","1.0","doesnt use blackboard (which is a problem if you like to know what your grade is), lots of homework, expects you took every other math course at grossmoont already, and will give you a zero (no exceptions) if you turn anything (homework, classwork, etc.,) on lined paper... get ready to spend 5$ on graph paper because she accepts GRAPH PAPER ONLY",2017-03-13,"3","1",NA
"1864","Grossmont College","Mathematics","E. Beth Smith","MATH090","4.0","5.0","One of the most helpful teachers I've had. She genuinely cares about her students. I actually didn't end up finishing her class towards the end because of personal issues, but I retook the math assessment and got into Trig because of everything I remembered from her class. All the work she requires you to do is worth it if you want to advance.",2017-01-31,"0","2",NA
"1865","Grossmont College","Mathematics","E. Beth Smith","MATH175","3.0","5.0","Professor Smith was very helpful and knowledgeable.  Expect 2 quizzes every week and homework due at the beginning of each week. One quiz is from the sections you studied the previous week, and the second is a competency quiz on stuff you learned from algebra 2.  Ask questions if you're confused and pay attention during the lecture.",2016-12-16,"0","1",NA
"1866","Grossmont College","Mathematics","E. Beth Smith","MATH176","4.0","4.0","Everyday she will teach us a new lesson and is very helpful when students have questions. She has a quiz every Monday and a competency quiz every Wednesday. Homework is collected every Monday so you have a week to complete 3-4 sections of homework. Exams play a huge role in your grade but she is willing to help out if there is time after class.",2016-12-15,"0","1",2.3
"1867","Grossmont College","Mathematics","E. Beth Smith","MA90","4.0","5.0","One of the nicest people ever. Really cares about her students and wants to see them succeed. Quiz every Monday and hw also due every Monday. For a math class, it goes by pretty quickly. Isn't too harsh of a grader, would definitely take her again!",2016-12-13,"0","1",2.7
"1868","Grossmont College","Mathematics","E. Beth Smith","MATH175","3.0","4.0","Doing the homework is critical, as it is in any math course. Prof. Smith is willing to go over problems and answer any questions students have. She is very enthusiastic about teaching and interacts with the students well. Great math teacher!",2016-11-16,"0","1",3.3
"1869","Grossmont College","Mathematics","E. Beth Smith","MATH176","4.0","2.0","Expect  2 quizzes every week and 2-3 sections per lecture, don't take her if you are a first year college student, she rushes through the lecture many times and shows only 1 way to solve the problems, finish ALL the HW otherwise you wont pass",2016-11-05,"1","0",NA
"1870","Grossmont College","Mathematics","E. Beth Smith","MATH120","4.0","4.0","You honestly don't need a textbook just study your notes and take them diligently. She goes pretty slow and works out every SINGLE step in a problem. Her tests are hard if you didn't study enough and skipped class. Don't be shy to ask questions but she is a little mean if it's a question she answered 2 secs before. i just suck at math in general",2016-08-30,"0","0",2.3
"1871","Grossmont College","Mathematics","E. Beth Smith","MATH178","5.0","1.0","Hardest class I have taken. Teaching skills aren't to good, goes by 3-4 sections a day. Expect a quiz every week, lots of homework. Not very helpful.",2016-06-04,"0","0",1
"1872","Grossmont College","Mathematics","E. Beth Smith","MATH175","4.0","3.0","Professor smith is a great professor. She cares for her students and wants them to pass, but she grades really hard. You should go to her office hours she will explain everything. Its hard to understand her in lecture sometimes because she goes fast.",2016-05-29,"0","0",2
"1873","Grossmont College","Mathematics","E. Beth Smith","MATH175","4.0","2.0","I took her pre-calculus class and let me tell you I was not pleased. She goes through the material really quickly and she doesn't offer much explanation. Going to her office wasn't helpful either. This is coming from someone who earned an A in their previous class.",2016-02-21,"0","2",0
"1874","Grossmont College","Mathematics","E. Beth Smith","MATH120","3.0","3.5","Quizzes every week, homework is assigned but not collected. Some group work, including one group quiz - sit next to someone who looks smart! She can be  condescending to people who are having trouble with the material - if you're insecure about your math skills, she might not be the best choice.",2015-12-11,"0","0",3
"1875","Grossmont College","Mathematics","E. Beth Smith","MA90","5.0","1.0",",,",2012-11-02,"7","0",NA
"1876","Grossmont College","Mathematics","E. Beth Smith","MATH080","4.0","2.5","This teacher was not very helpful. She seemed bothered to help the students that did not understand how she was explaining the work. When I retake this class I am going to find a different teacher.",2009-10-03,"0","1",NA
"1877","Grossmont College","Mathematics","E. Beth Smith","MATHABCD","1.0","5.0","Great Teacher",2008-04-22,"0","0",NA
"1878","Grossmont College","Mathematics","E. Beth Smith","MATH3539","5.0","1.5","Horrible teacher. Does not help those students who struggle at learning algebra. Goes through material too quickly without enough review time. She grades unfairly even on quizzes. She favors those students who are math literate. If you want to learn algebra don't take her class.",2007-12-14,"0","0",NA
"1879","Grossmont College","Mathematics","E. Beth Smith","MATH90","2.0","5.0","Homework everyday, but not mandatory to turn in. Quizes everyday, one is a qroup quiz and can use your book or talk to classmates. Quizes come from homework and tests come from quizes. Very helpful. Sometimes funny. Goes through everything step by step.",2007-11-21,"0","0",NA
"1880","Grossmont College","Mathematics","E. Beth Smith","ALGEB90","2.0","5.0","Very clear, nice hand writing, easy to understand, goes over problems repeatedly until  you/majority of the class understand.  Over all a GREAT teacher! You have to show up and do the work to get the credit, but she makes it fun and easy to understand.  I was never nerves to ask questions, she was always ready to answer step by step.",2007-11-12,"0","0",NA
"1881","Grossmont College","Mathematics","E. Beth Smith","MATH110","1.0","5.0","She actaully cares if you understand the material and will go over ANYTHING you need to.. awesome teacher!",2007-07-20,"0","0",NA
"1882","Grossmont College","Mathematics","E. Beth Smith","MATH110","1.0","5.0","Beth is an excellent teacher, I learned so much in her class. She genuinely cares for her students. She is very patient and always goes over homework material. Homework is assigned but not collected. Daily quizzes but they come right from homework problems so if you did your homework, you should be fine! I highly recommend taking her class!!",2007-05-28,"0","0",NA
"1883","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES7387","2.0","5.0","Rick is a Top of the Line Pro all the way!!! He Generates interest coupled with outstanding capability to transmit the subject matter dealing with all facets of Athleticism. He is a winner's choice!!! Will",2012-07-30,"0","1",NA
"1884","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES023","1.0","5.0","He's retiring which sucks -.- I love Coach. He's a great teacher and he's so helpful who cares if you had to buy the book quit whining he's there to TEACH you not to just let you lift. He's awesome and if I could I would take his class again :)",2012-06-16,"0","1",NA
"1885","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES023","2.0","4.5","He's retiring this year is what he says, after 42 years of teaching. He's the best coach I've ever had, and he always makes great jokes. He offers a lot of information for a 1 unit class, which is pretty darn great. Thanks Coach Trestrail.",2012-05-18,"0","1",NA
"1886","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES171","4.0","4.0","Makes you buy his $35 weight training book for SOFTBALL. Book was written in the mid-80's, seems outdated. Coach can be a nice guy most of the time but sometimes acts like a jerk. Very demanding of his advanced students. Plays favorites. Forgets what he says and repeats himself a lot. If you do something you have to remind him over and over.",2010-12-19,"0","0",NA
"1887","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES135","1.0","3.5","not extremely knowledgeable in volleyball but a decent enough teacher, especially for beginners.  i didn't learn anything as and intermediate, but still had a lot of fun in the class.  put in some effort and show up and you'll pass.",2010-12-02,"0","0",NA
"1888","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES255","2.0","5.0","He's such a cool teacher and a cool guy at that. He's a genius when it comes to the human body and he knows how to make class fun! 11/10",2010-11-19,"0","0",NA
"1889","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES171A","1.0","5.0","Coach Rick is the best teacher that I've had, He know's what he's doing when it comes to Softball and teaching. He asks you every like 5 minutes if there's any questions and when your doing something wrong he doesn't yell he stops what ever he's doing and helps you fix your mistakes. He's just a good person all around.",2009-12-15,"0","0",NA
"1890","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES171B","1.0","4.5","I took his softball class, it was extremely fun helped me get my confidence back up work on my technique. 2 easy tests Really sweet guy .",2009-12-11,"0","0",NA
"1891","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES105","5.0","1.0","Nice guy, defintely stuck in the 70s, ditch the wig (not cool), needs to update his exercise knowledge, old school  as in not good - this is college and Rick should be up to date....he's ok, but better off with someone else....",2009-11-04,"1","0",NA
"1892","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES005","1.0","4.0","He is def stuck in the 70's, it was funny at first but towards the end of the semester I wanted to pull my hair out with his unfunny jokes and cluelessness. I love the class, but will probably try it w/ someone else next time. You either run the track or ride the bike and lift on the circuit, it gets kinda boring. There are also 2 easy tests.",2009-05-19,"0","0",NA
"1893","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES7415","1.0","5.0","he is the best",2009-02-04,"0","0",NA
"1894","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES0023","2.0","4.0","He teaches a 1 unit class and makes you take tests. How stupid! He gives way too much information for a 1 unit class. Don't take his class if you don't want to take a test for weight training.",2008-10-18,"0","0",NA
"1895","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES006","1.0","5.0","Awesome teacher. He was a ton of fun. His mid-term and final are incredibly easy. All you have to do is listen to him, he is a big help. His book is easy to follow. Remember to memorize muscles! He makes you identify them on his final. I would definitely take this class again.",2008-08-15,"0","0",NA
"1896","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES023","1.0","4.5","Good guy with a great attitude.  Don't be a jerk and he won't treat you like one.  Work out when you're in the weight room, read his textbook and study the short list of muscles and bones and you'll be fine.",2006-12-14,"0","0",NA
"1897","Grossmont College","Exercise & Sport Science","Rick Trestrail","SOFTBALL","1.0","5.0","Coach T is a great person. he is a lot of fun and grades really easy. I recommend this class to anyone.",2006-01-21,"0","0",NA
"1898","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES171ES023","1.0","5.0","Show up on time, be respectful and hustle. Do these three and your just about guaranteed an A. Great teacher, very knowledgable. Wants everyone to pass - and gives everyone enough opportunities to do so. Funny as well!",2005-11-16,"0","0",NA
"1899","Grossmont College","Exercise & Sport Science","Rick Trestrail","AEROBICWT","1.0","4.5","Hes a pretty cool guy.  I dont think he intends to come off rude or anything like some people think.  All in all hes a good guy who really does know a lot about what he teaches.  Good teacher for aerobic weight training",2005-10-20,"0","0",NA
"1900","Grossmont College","Exercise & Sport Science","Rick Trestrail","WEIGHTLIFTING","1.0","5.0","Frequently repeats himself.  Kinda beats certain points into the ground, but still fun, nice, and classes are easy.",2005-09-20,"0","0",NA
"1901","Grossmont College","Exercise & Sport Science","Rick Trestrail","ES171A","2.0","5.0","I LIKE COACH T. HE HAS TAUGHT ME ALOT ABOUT THE GAME OF SOFTBALL. HE IS AN EASY A IF YOU SHOW UP AND PARTICIPATE EVERYDAY.",2005-07-22,"0","0",NA
"1902","Grossmont College","Exercise & Sport Science","Rick Trestrail","SOFTBALL","1.0","5.0","hes an AWSOME teacher! i will definantly be taking his classes again!",2004-12-10,"0","0",NA
"1903","Yeshiva University","Communication","Anthony Beukas","SPEEC101","2.0","5.0","He was one of the best professors I have ever had in Yeshiva University.",2008-11-08,"1","0",NA
"1904","Yeshiva University","Communication","Anthony Beukas","THEATER","2.0","5.0","hehe doc hehe",2006-04-25,"1","0",NA
"1905","Yeshiva University","Communication","Anthony Beukas","ALLHISCLASSES","1.0","1.0","Beukas spends about 90% of class time complaining about Yeshiva University.  Not that I disagree with him--If YU were buring down, I wouldn't piss on it to extinguish the flames--but I took his courses to learn a little bit about acting, directing, set construction, producing, etc. and received no education at all.  That said, he's an easy A.",2005-11-17,"0","1",NA
"1906","Yeshiva University","Communication","Anthony Beukas","SPE2113","2.0","5.0","Beukas has a set attitude that won't be changed. I f you are a normal, fairly serious student, he'll like you. That's all it takes to get on his good side. If you're a jerk, he'll really hate you though, and if he hates you, watch out.",2005-09-22,"0","0",NA
"1907","Yeshiva University","Communication","Anthony Beukas","DEBATE","5.0","5.0","Dr. Beukas demands excellence from his students and accepts nothing less. His personal stories always bring the class to a better understanding of the day's lesson. Dr. Beukas is a MENTSCH.May Hashem bless Dr. Beukas with good health and many years of great teaching and learning.May Hashem bless Dr. Beukas with all things good in all areas of life.",2005-05-25,"1","0",NA
"1908","Yeshiva University","Communication","Anthony Beukas","SEXOLOGY","5.0","1.0","dont take this class",2005-02-04,"0","1",NA
"1909","Yeshiva University","Communication","Anthony Beukas","SPEECH","3.0","2.5","Hard work, you learn a lot. Loose all sense of self ego, and then get a good grade.",2004-12-09,"0","0",NA
